institution_type,refPeriod,template_id,template_title,n_peer,n_offengelegt,quote_peer,band,art_432_2
Large subsidiaries,2025-09-30,27.01,EU CR7 – IRB approach – Effect on the RWEAs of credit derivatives used as CRM techniques,35,0,0.0,untypisch,
Large subsidiaries,2025-09-30,27.02,EU CR7-A – IRB approach – Disclosure of the extent of the use of CRM techniques,35,0,0.0,untypisch,
Large subsidiaries,2025-09-30,28.00,EU CR8 –  RWEA flow statements of credit risk exposures under the IRB approach,35,25,0.7143,uneinheitlich,
Large subsidiaries,2025-09-30,29.00,EU CR9 –IRB approach – Back-testing of PD per exposure class (fixed PD scale),35,0,0.0,untypisch,
Large subsidiaries,2025-09-30,29.01,EU CR9.1 –IRB approach – Back-testing of PD per exposure class (only for PD estimates according to point (f) of Article 180(1) CRR) (I),35,0,0.0,untypisch,
Large subsidiaries,2025-09-30,29.02,EU CR10 –  Specialised lending and equity exposures under the simple riskweighted approach,35,0,0.0,untypisch,
Large subsidiaries,2025-09-30,60.00,EU OV1 – Overview of total risk exposure amounts (I),35,35,1.0,erwartbar,
Large subsidiaries,2025-09-30,61.00,EU KM1 - Key metrics template,35,31,0.8857,erwartbar,
Large subsidiaries,2025-09-30,62.01,EU INS1 - Insurance participations,35,0,0.0,untypisch,
Large subsidiaries,2025-09-30,62.02,EU INS2 - Financial conglomerates information on own funds and capital adequacy ratio,35,0,0.0,untypisch,
Large subsidiaries,2025-09-30,63.01,EU CMS1 – Comparison of modelled and standardised risk weighted exposure amounts at risk level,35,23,0.6571,uneinheitlich,
Large subsidiaries,2025-09-30,63.02,EU CMS2 – Comparison of modelled and standardised risk weighted exposure amounts for credit risk at asset class level,35,23,0.6571,uneinheitlich,
Large subsidiaries,2025-09-30,64.01,EU LI1 - Differences between the accounting scope and the scope of prudential consolidation and mapping of financial statement categories with regulatory risk categories,35,1,0.0286,untypisch,
Large subsidiaries,2025-09-30,64.02,EU LI3 - Outline of the differences in the scopes of consolidation (entity by entity),35,0,0.0,untypisch,
Large subsidiaries,2025-09-30,64.03,EU LI2 - Main sources of differences between regulatory exposure amounts and carrying values in financial statements,35,0,0.0,untypisch,
Large subsidiaries,2025-09-30,65.00,EU PV1: Prudent valuation adjustments (PVA),35,0,0.0,untypisch,
Large subsidiaries,2025-09-30,66.01,EU CC1 - Composition of regulatory own funds,35,1,0.0286,untypisch,Art. 437 Eigenmittel (CC1)
Large subsidiaries,2025-09-30,66.02,EU CC2 - reconciliation of regulatory own funds to balance sheet in the audited financial statements,35,1,0.0286,untypisch,Art. 437 Eigenmittel (CC2)
Large subsidiaries,2025-09-30,67.01,EU CCyB1 - Geographical distribution of credit exposures relevant for the calculation of the countercyclical buffer,35,0,0.0,untypisch,
Large subsidiaries,2025-09-30,67.02,EU CCyB2 - Amount of institution-specific countercyclical capital buffer,35,1,0.0286,untypisch,
Large subsidiaries,2025-09-30,70.00,EU LR1 - LRSum: Summary reconciliation of accounting assets and leverage ratio exposures,35,0,0.0,untypisch,
Large subsidiaries,2025-09-30,71.00,EU LR2 - LRCom: Leverage ratio common disclosure,35,0,0.0,untypisch,
Large subsidiaries,2025-09-30,72.00,"EU LR3 - LRSpl: Split-up of on balance sheet exposures (excluding derivatives, SFTs and exempted exposures)",35,0,0.0,untypisch,
Large subsidiaries,2025-09-30,73.00,EU LIQ1 - Quantitative information of LCR,35,35,1.0,erwartbar,
Large subsidiaries,2025-09-30,74.00,EU LIQ2: Net Stable Funding Ratio,35,1,0.0286,untypisch,
Large subsidiaries,2025-12-31,00.01,Accompanying narrative FINDIS,89,28,0.3146,uneinheitlich,
Large subsidiaries,2025-12-31,00.02,Accompanying narrative CONDIS,84,30,0.3571,uneinheitlich,
Large subsidiaries,2025-12-31,00.03,Accompanying narrative ESGDIS,28,14,0.5,uneinheitlich,
Large subsidiaries,2025-12-31,00.04,Accompanying narrative IRRBBDIS,40,15,0.375,uneinheitlich,
Large subsidiaries,2025-12-31,00.05,Accompanying narrative MREL/TLACDIS,52,11,0.2115,uneinheitlich,
Large subsidiaries,2025-12-31,01.00,EU CAE1 – Exposures to crypto-assets,84,4,0.0476,untypisch,
Large subsidiaries,2025-12-31,02.00,EU CCR1 – Analysis of CCR exposure by approach,84,34,0.4048,uneinheitlich,
Large subsidiaries,2025-12-31,03.00,EU CCR3 – Standardised approach – CCR exposures by regulatory exposure class and risk weights,84,28,0.3333,uneinheitlich,
Large subsidiaries,2025-12-31,04.00,EU CCR4 – IRB approach – CCR exposures by exposure class and PD scale (I),84,14,0.1667,untypisch,
Large subsidiaries,2025-12-31,05.00,EU CCR5 – Composition of collateral for CCR exposures (I),84,28,0.3333,uneinheitlich,
Large subsidiaries,2025-12-31,06.00,EU CCR6 – Credit derivatives exposures,84,9,0.1071,untypisch,
Large subsidiaries,2025-12-31,07.00,EU CCR7 – RWEA flow statements of CCR exposures under the IMM,84,12,0.1429,untypisch,
Large subsidiaries,2025-12-31,08.00,EU CCR8 – Exposures to CCPs,84,19,0.2262,uneinheitlich,
Large subsidiaries,2025-12-31,09.01,EU-SEC1 - Securitisation exposures in the non-trading book,84,19,0.2262,uneinheitlich,
Large subsidiaries,2025-12-31,09.02,EU-SEC2 - Securitisation exposures in the trading book,84,6,0.0714,untypisch,
Large subsidiaries,2025-12-31,09.03,EU-SEC3 - Securitisation exposures in the non-trading book and associated regulatory capital requirements - institution acting as originator or as sponsor,84,15,0.1786,untypisch,
Large subsidiaries,2025-12-31,09.04,EU-SEC4 - Securitisation exposures in the non-trading book and associated regulatory capital requirements - institution acting as investor,84,10,0.119,untypisch,
Large subsidiaries,2025-12-31,09.05,EU-SEC5 - Exposures securitised by the institution - Exposures in default and specific credit risk adjustments,84,16,0.1905,untypisch,
Large subsidiaries,2025-12-31,10.00,EU MR1 - Market risk under the standardised approach,84,26,0.3095,uneinheitlich,
Large subsidiaries,2025-12-31,11.00,EU MR2-A - Market risk under the internal Model Approach (IMA) - RWEA,84,7,0.0833,untypisch,
Large subsidiaries,2025-12-31,12.00,EU MR2-B - RWA flow statements of market risk exposures under the IMA,84,12,0.1429,untypisch,
Large subsidiaries,2025-12-31,13.00,EU MR3 - IMA values for trading portfolios,84,8,0.0952,untypisch,
Large subsidiaries,2025-12-31,18.01,EU CVA 1 – Credit valuation adjustment risk under the Reduced Basic Approach - OFR components,84,23,0.2738,uneinheitlich,
Large subsidiaries,2025-12-31,18.02,EU CVA 2 – Credit valuation adjustment risk under the Full Basic Approach - OFRs,84,8,0.0952,untypisch,
Large subsidiaries,2025-12-31,18.03,EU CVA3 – Credit valuation adjustment risk under the Standardised Approach,84,6,0.0714,untypisch,
Large subsidiaries,2025-12-31,18.04,EU CVA4 – RWEA flow statements of credit valuation adjustment risk under the Standardised Approach,84,19,0.2262,uneinheitlich,
Large subsidiaries,2025-12-31,19.01,EU OR1 -Operational risk losses,84,19,0.2262,uneinheitlich,
Large subsidiaries,2025-12-31,19.02,"EU OR2 - Business Indicator, components and subcomponents",84,28,0.3333,uneinheitlich,
Large subsidiaries,2025-12-31,19.03,EU OR3 - Operational risk own funds requirements and risk exposure amounts,84,28,0.3333,uneinheitlich,
Large subsidiaries,2025-12-31,20.01,EU AE1 - Encumbered and unencumbered assets,89,32,0.3596,uneinheitlich,
Large subsidiaries,2025-12-31,20.02,EU AE2 - Collateral received and own debt securities issued,89,32,0.3596,uneinheitlich,
Large subsidiaries,2025-12-31,20.03,EU AE3 - Sources   of  encumbrance,89,31,0.3483,uneinheitlich,
Large subsidiaries,2025-12-31,21.01,EU CR1: Performing and non-performing exposures and related provisions,89,86,0.9663,erwartbar,
Large subsidiaries,2025-12-31,21.02,EU CR1-A: Maturity of exposures,89,81,0.9101,erwartbar,
Large subsidiaries,2025-12-31,22.01,EU CR2: Changes in the stock of non-performing loans and advances,89,58,0.6517,uneinheitlich,
Large subsidiaries,2025-12-31,22.02,EU CR2a: Changes in the stock of non-performing loans and advances and related net accumulated recoveries,89,21,0.236,uneinheitlich,
Large subsidiaries,2025-12-31,23.00,EU CR3 –  CRM techniques overview:  Disclosure of the use of credit risk mitigation techniques,84,79,0.9405,erwartbar,
Large subsidiaries,2025-12-31,24.00,EU CR4 – standardised approach – Credit risk exposure and CRM effects,84,80,0.9524,erwartbar,
Large subsidiaries,2025-12-31,25.00,EU CR5 – standardised approach,84,33,0.3929,uneinheitlich,
Large subsidiaries,2025-12-31,26.00,EU CR6 – IRB approach – Credit risk exposures by exposure class and PD range (I),84,18,0.2143,uneinheitlich,
Large subsidiaries,2025-12-31,26.01,EU CR6-A – Scope of the use of IRB and SA approaches,84,16,0.1905,untypisch,
Large subsidiaries,2025-12-31,27.01,EU CR7 – IRB approach – Effect on the RWEAs of credit derivatives used as CRM techniques,84,45,0.5357,uneinheitlich,
Large subsidiaries,2025-12-31,27.02,EU CR7-A – IRB approach – Disclosure of the extent of the use of CRM techniques,84,59,0.7024,uneinheitlich,
Large subsidiaries,2025-12-31,28.00,EU CR8 –  RWEA flow statements of credit risk exposures under the IRB approach,84,58,0.6905,uneinheitlich,
Large subsidiaries,2025-12-31,29.00,EU CR9 –IRB approach – Back-testing of PD per exposure class (fixed PD scale),84,12,0.1429,untypisch,
Large subsidiaries,2025-12-31,29.01,EU CR9.1 –IRB approach – Back-testing of PD per exposure class (only for PD estimates according to point (f) of Article 180(1) CRR) (I),84,4,0.0476,untypisch,
Large subsidiaries,2025-12-31,29.02,EU CR10 –  Specialised lending and equity exposures under the simple riskweighted approach,84,45,0.5357,uneinheitlich,
Large subsidiaries,2025-12-31,30.01,EU REM1 - Remuneration awarded for the financial year,71,70,0.9859,erwartbar,Art. 450 Vergütung (REM1)
Large subsidiaries,2025-12-31,30.02,EU REM2 - Special payments  to staff whose professional activities have a material impact on institutions’ risk profile (identified staff),71,56,0.7887,uneinheitlich,Art. 450 Vergütung (REM2)
Large subsidiaries,2025-12-31,30.03,EU REM3 - Deferred remuneration,71,65,0.9155,erwartbar,Art. 450 Vergütung (REM3)
Large subsidiaries,2025-12-31,30.04,EU REM4 - Remuneration of 1 million EUR or more per year,71,39,0.5493,uneinheitlich,Art. 450 Vergütung (REM4)
Large subsidiaries,2025-12-31,30.05,EU REM5 - Information on remuneration of staff whose professional activities have a material impact on institutions’ risk profile (identified staff) (I),71,68,0.9577,erwartbar,Art. 450 Vergütung (REM5)
Large subsidiaries,2025-12-31,41.00,"Template 1 - Banking book- Indicators of potential climate Change transition risk: Credit quality of exposures by sector, emissions and residual maturity",28,25,0.8929,erwartbar,
Large subsidiaries,2025-12-31,42.00,Template 2 - Banking book - Indicators of potential climate change transition risk: Loans collateralised by immovable property - Energy efficiency of the collateral (I),28,26,0.9286,erwartbar,
Large subsidiaries,2025-12-31,43.00,Template 3 - Banking book - Indicators of potential climate change transition risk: Alignment metrics (IAE/NACE codes),28,20,0.7143,uneinheitlich,
Large subsidiaries,2025-12-31,44.00,Template 4 - Banking book - Indicators of potential climate change transition risk: Exposures to top 20 carbon-intensive firms,28,16,0.5714,uneinheitlich,
Large subsidiaries,2025-12-31,45.00,Template 5 - Banking book - Indicators of potential climate change physical risk: Exposures subject to physical risk (I),28,22,0.7857,uneinheitlich,
Large subsidiaries,2025-12-31,46.00,Template 6 - Summary of GAR KPIs (I),28,5,0.1786,untypisch,
Large subsidiaries,2025-12-31,47.00,Template 7 - Mitigating actions: Assets for the calculation of GAR (I),28,5,0.1786,untypisch,
Large subsidiaries,2025-12-31,48.00,Template 8 - GAR (%) (I),28,5,0.1786,untypisch,
Large subsidiaries,2025-12-31,49.01,Template 9.1 - Mitigating actions: Assets for the calculation of BTAR,28,2,0.0714,untypisch,
Large subsidiaries,2025-12-31,49.02,Template 9.2 - BTAR % (I),28,2,0.0714,untypisch,
Large subsidiaries,2025-12-31,49.03,Template 9.3 - Summary table - BTAR % (I),28,2,0.0714,untypisch,
Large subsidiaries,2025-12-31,50.00,Template 10 - Other climate change mitigating actions that are not covered in the EU Taxonomy,28,5,0.1786,untypisch,
Large subsidiaries,2025-12-31,60.00,EU OV1 – Overview of total risk exposure amounts (I),84,80,0.9524,erwartbar,
Large subsidiaries,2025-12-31,61.00,EU KM1 - Key metrics template,84,67,0.7976,uneinheitlich,
Large subsidiaries,2025-12-31,62.01,EU INS1 - Insurance participations,84,13,0.1548,untypisch,
Large subsidiaries,2025-12-31,62.02,EU INS2 - Financial conglomerates information on own funds and capital adequacy ratio,84,9,0.1071,untypisch,
Large subsidiaries,2025-12-31,63.01,EU CMS1 – Comparison of modelled and standardised risk weighted exposure amounts at risk level,84,40,0.4762,uneinheitlich,
Large subsidiaries,2025-12-31,63.02,EU CMS2 – Comparison of modelled and standardised risk weighted exposure amounts for credit risk at asset class level,84,39,0.4643,uneinheitlich,
Large subsidiaries,2025-12-31,64.01,EU LI1 - Differences between the accounting scope and the scope of prudential consolidation and mapping of financial statement categories with regulatory risk categories,84,25,0.2976,uneinheitlich,
Large subsidiaries,2025-12-31,64.02,EU LI3 - Outline of the differences in the scopes of consolidation (entity by entity),84,24,0.2857,uneinheitlich,
Large subsidiaries,2025-12-31,64.03,EU LI2 - Main sources of differences between regulatory exposure amounts and carrying values in financial statements,84,23,0.2738,uneinheitlich,
Large subsidiaries,2025-12-31,65.00,EU PV1: Prudent valuation adjustments (PVA),84,21,0.25,uneinheitlich,
Large subsidiaries,2025-12-31,66.01,EU CC1 - Composition of regulatory own funds,84,80,0.9524,erwartbar,Art. 437 Eigenmittel (CC1)
Large subsidiaries,2025-12-31,66.02,EU CC2 - reconciliation of regulatory own funds to balance sheet in the audited financial statements,84,77,0.9167,erwartbar,Art. 437 Eigenmittel (CC2)
Large subsidiaries,2025-12-31,67.01,EU CCyB1 - Geographical distribution of credit exposures relevant for the calculation of the countercyclical buffer,84,79,0.9405,erwartbar,
Large subsidiaries,2025-12-31,67.02,EU CCyB2 - Amount of institution-specific countercyclical capital buffer,84,80,0.9524,erwartbar,
Large subsidiaries,2025-12-31,68.00,EU IRRBB1 - Interest rate risks of non-trading book activities,40,35,0.875,erwartbar,
Large subsidiaries,2025-12-31,70.00,EU LR1 - LRSum: Summary reconciliation of accounting assets and leverage ratio exposures,84,78,0.9286,erwartbar,
Large subsidiaries,2025-12-31,71.00,EU LR2 - LRCom: Leverage ratio common disclosure,84,78,0.9286,erwartbar,
Large subsidiaries,2025-12-31,72.00,"EU LR3 - LRSpl: Split-up of on balance sheet exposures (excluding derivatives, SFTs and exempted exposures)",84,79,0.9405,erwartbar,
Large subsidiaries,2025-12-31,73.00,EU LIQ1 - Quantitative information of LCR,84,74,0.881,erwartbar,
Large subsidiaries,2025-12-31,74.00,EU LIQ2: Net Stable Funding Ratio,84,72,0.8571,erwartbar,
Large subsidiaries,2025-12-31,80.00,EU CQ1: Credit quality of forborne exposures,89,85,0.9551,erwartbar,
Large subsidiaries,2025-12-31,81.00,EU CQ2: Quality of forbearance,89,19,0.2135,uneinheitlich,
Large subsidiaries,2025-12-31,82.00,EU CQ3: Credit quality of performing and non-performing exposures by past due days,89,86,0.9663,erwartbar,
Large subsidiaries,2025-12-31,83.01,EU CQ4: Quality of non-performing exposures by geography,89,78,0.8764,erwartbar,
Large subsidiaries,2025-12-31,84.01,EU CQ5: Credit quality of loans and advances by industry,89,84,0.9438,erwartbar,
Large subsidiaries,2025-12-31,85.00,EU CQ6: Collateral valuation - loans and advances,89,19,0.2135,uneinheitlich,
Large subsidiaries,2025-12-31,86.00,EU CQ7: Collateral obtained by taking possession and execution processes,89,56,0.6292,uneinheitlich,
Large subsidiaries,2025-12-31,87.00,EU CQ8: Collateral obtained by taking possession and execution processes – vintage breakdown,89,19,0.2135,uneinheitlich,
Large subsidiaries,2025-12-31,90.01,"EU KM2 - Key metrics - MREL and, where applicable, G-SII requirement for own funds and eligible liabilities",52,19,0.3654,uneinheitlich,
Large subsidiaries,2025-12-31,91.00,"EU TLAC1 - Composition - MREL and, where applicable, G-SII requirement for own funds and eligible liabilities",52,16,0.3077,uneinheitlich,
Large subsidiaries,2025-12-31,93.00,"EU ILAC - Internal loss absorbing capacity: internal MREL and, where applicable, requirement for own funds and eligible liabilities for non-EU G-SIIs",52,31,0.5962,uneinheitlich,
Large subsidiaries,2025-12-31,95.00,EU TLAC2a - Creditor ranking - Entity that is not a resolution entity,52,9,0.1731,untypisch,
Large subsidiaries,2025-12-31,96.00,EU TLAC2b: Creditor ranking - Entity that is not a resolution entity,52,22,0.4231,uneinheitlich,
Large subsidiaries,2025-12-31,97.00,EU TLAC3a - creditor ranking - resolution entity,52,10,0.1923,untypisch,
Large subsidiaries,2025-12-31,98.00,EU TLAC3b: creditor ranking - resolution entity,52,11,0.2115,uneinheitlich,
Large subsidiaries,2026-03-31,00.02,Accompanying narrative CONDIS,30,8,0.2667,uneinheitlich,
Large subsidiaries,2026-03-31,01.00,EU CAE1 – Exposures to crypto-assets,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,02.00,EU CCR1 – Analysis of CCR exposure by approach,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,03.00,EU CCR3 – Standardised approach – CCR exposures by regulatory exposure class and risk weights,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,04.00,EU CCR4 – IRB approach – CCR exposures by exposure class and PD scale (I),30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,05.00,EU CCR5 – Composition of collateral for CCR exposures (I),30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,06.00,EU CCR6 – Credit derivatives exposures,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,07.00,EU CCR7 – RWEA flow statements of CCR exposures under the IMM,30,7,0.2333,uneinheitlich,
Large subsidiaries,2026-03-31,08.00,EU CCR8 – Exposures to CCPs,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,09.01,EU-SEC1 - Securitisation exposures in the non-trading book,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,09.02,EU-SEC2 - Securitisation exposures in the trading book,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,09.03,EU-SEC3 - Securitisation exposures in the non-trading book and associated regulatory capital requirements - institution acting as originator or as sponsor,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,09.04,EU-SEC4 - Securitisation exposures in the non-trading book and associated regulatory capital requirements - institution acting as investor,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,09.05,EU-SEC5 - Exposures securitised by the institution - Exposures in default and specific credit risk adjustments,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,10.00,EU MR1 - Market risk under the standardised approach,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,11.00,EU MR2-A - Market risk under the internal Model Approach (IMA) - RWEA,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,12.00,EU MR2-B - RWA flow statements of market risk exposures under the IMA,30,8,0.2667,uneinheitlich,
Large subsidiaries,2026-03-31,13.00,EU MR3 - IMA values for trading portfolios,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,18.01,EU CVA 1 – Credit valuation adjustment risk under the Reduced Basic Approach - OFR components,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,18.02,EU CVA 2 – Credit valuation adjustment risk under the Full Basic Approach - OFRs,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,18.03,EU CVA3 – Credit valuation adjustment risk under the Standardised Approach,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,18.04,EU CVA4 – RWEA flow statements of credit valuation adjustment risk under the Standardised Approach,30,12,0.4,uneinheitlich,
Large subsidiaries,2026-03-31,19.01,EU OR1 -Operational risk losses,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,19.02,"EU OR2 - Business Indicator, components and subcomponents",30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,19.03,EU OR3 - Operational risk own funds requirements and risk exposure amounts,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,24.00,EU CR4 – standardised approach – Credit risk exposure and CRM effects,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,25.00,EU CR5 – standardised approach,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,26.00,EU CR6 – IRB approach – Credit risk exposures by exposure class and PD range (I),30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,26.01,EU CR6-A – Scope of the use of IRB and SA approaches,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,27.01,EU CR7 – IRB approach – Effect on the RWEAs of credit derivatives used as CRM techniques,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,27.02,EU CR7-A – IRB approach – Disclosure of the extent of the use of CRM techniques,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,28.00,EU CR8 –  RWEA flow statements of credit risk exposures under the IRB approach,30,21,0.7,uneinheitlich,
Large subsidiaries,2026-03-31,29.00,EU CR9 –IRB approach – Back-testing of PD per exposure class (fixed PD scale),30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,29.01,EU CR9.1 –IRB approach – Back-testing of PD per exposure class (only for PD estimates according to point (f) of Article 180(1) CRR) (I),30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,29.02,EU CR10 –  Specialised lending and equity exposures under the simple riskweighted approach,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,60.00,EU OV1 – Overview of total risk exposure amounts (I),30,30,1.0,erwartbar,
Large subsidiaries,2026-03-31,61.00,EU KM1 - Key metrics template,30,25,0.8333,erwartbar,
Large subsidiaries,2026-03-31,62.01,EU INS1 - Insurance participations,30,1,0.0333,untypisch,
Large subsidiaries,2026-03-31,62.02,EU INS2 - Financial conglomerates information on own funds and capital adequacy ratio,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,63.01,EU CMS1 – Comparison of modelled and standardised risk weighted exposure amounts at risk level,30,14,0.4667,uneinheitlich,
Large subsidiaries,2026-03-31,63.02,EU CMS2 – Comparison of modelled and standardised risk weighted exposure amounts for credit risk at asset class level,30,14,0.4667,uneinheitlich,
Large subsidiaries,2026-03-31,64.01,EU LI1 - Differences between the accounting scope and the scope of prudential consolidation and mapping of financial statement categories with regulatory risk categories,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,64.02,EU LI3 - Outline of the differences in the scopes of consolidation (entity by entity),30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,64.03,EU LI2 - Main sources of differences between regulatory exposure amounts and carrying values in financial statements,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,65.00,EU PV1: Prudent valuation adjustments (PVA),30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,66.01,EU CC1 - Composition of regulatory own funds,30,2,0.0667,untypisch,Art. 437 Eigenmittel (CC1)
Large subsidiaries,2026-03-31,66.02,EU CC2 - reconciliation of regulatory own funds to balance sheet in the audited financial statements,30,1,0.0333,untypisch,Art. 437 Eigenmittel (CC2)
Large subsidiaries,2026-03-31,67.01,EU CCyB1 - Geographical distribution of credit exposures relevant for the calculation of the countercyclical buffer,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,67.02,EU CCyB2 - Amount of institution-specific countercyclical capital buffer,30,1,0.0333,untypisch,
Large subsidiaries,2026-03-31,70.00,EU LR1 - LRSum: Summary reconciliation of accounting assets and leverage ratio exposures,30,1,0.0333,untypisch,
Large subsidiaries,2026-03-31,71.00,EU LR2 - LRCom: Leverage ratio common disclosure,30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,72.00,"EU LR3 - LRSpl: Split-up of on balance sheet exposures (excluding derivatives, SFTs and exempted exposures)",30,0,0.0,untypisch,
Large subsidiaries,2026-03-31,73.00,EU LIQ1 - Quantitative information of LCR,30,28,0.9333,erwartbar,
Large subsidiaries,2026-03-31,74.00,EU LIQ2: Net Stable Funding Ratio,30,0,0.0,untypisch,
Other highest EEA,2025-06-30,00.02,Accompanying narrative CONDIS,36,6,0.1667,untypisch,
Other highest EEA,2025-06-30,01.00,EU CAE1 – Exposures to crypto-assets,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,02.00,EU CCR1 – Analysis of CCR exposure by approach,36,3,0.0833,untypisch,
Other highest EEA,2025-06-30,03.00,EU CCR3 – Standardised approach – CCR exposures by regulatory exposure class and risk weights,36,2,0.0556,untypisch,
Other highest EEA,2025-06-30,04.00,EU CCR4 – IRB approach – CCR exposures by exposure class and PD scale (I),36,0,0.0,untypisch,
Other highest EEA,2025-06-30,05.00,EU CCR5 – Composition of collateral for CCR exposures (I),36,2,0.0556,untypisch,
Other highest EEA,2025-06-30,06.00,EU CCR6 – Credit derivatives exposures,36,1,0.0278,untypisch,
Other highest EEA,2025-06-30,07.00,EU CCR7 – RWEA flow statements of CCR exposures under the IMM,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,08.00,EU CCR8 – Exposures to CCPs,36,2,0.0556,untypisch,
Other highest EEA,2025-06-30,09.01,EU-SEC1 - Securitisation exposures in the non-trading book,36,1,0.0278,untypisch,
Other highest EEA,2025-06-30,09.02,EU-SEC2 - Securitisation exposures in the trading book,36,1,0.0278,untypisch,
Other highest EEA,2025-06-30,09.03,EU-SEC3 - Securitisation exposures in the non-trading book and associated regulatory capital requirements - institution acting as originator or as sponsor,36,1,0.0278,untypisch,
Other highest EEA,2025-06-30,09.04,EU-SEC4 - Securitisation exposures in the non-trading book and associated regulatory capital requirements - institution acting as investor,36,1,0.0278,untypisch,
Other highest EEA,2025-06-30,09.05,EU-SEC5 - Exposures securitised by the institution - Exposures in default and specific credit risk adjustments,36,1,0.0278,untypisch,
Other highest EEA,2025-06-30,10.00,EU MR1 - Market risk under the standardised approach,36,1,0.0278,untypisch,
Other highest EEA,2025-06-30,11.00,EU MR2-A - Market risk under the internal Model Approach (IMA) - RWEA,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,12.00,EU MR2-B - RWA flow statements of market risk exposures under the IMA,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,13.00,EU MR3 - IMA values for trading portfolios,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,18.01,EU CVA 1 – Credit valuation adjustment risk under the Reduced Basic Approach - OFR components,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,18.02,EU CVA 2 – Credit valuation adjustment risk under the Full Basic Approach - OFRs,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,18.03,EU CVA3 – Credit valuation adjustment risk under the Standardised Approach,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,18.04,EU CVA4 – RWEA flow statements of credit valuation adjustment risk under the Standardised Approach,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,19.01,EU OR1 -Operational risk losses,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,19.02,"EU OR2 - Business Indicator, components and subcomponents",36,0,0.0,untypisch,
Other highest EEA,2025-06-30,19.03,EU OR3 - Operational risk own funds requirements and risk exposure amounts,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,23.00,EU CR3 –  CRM techniques overview:  Disclosure of the use of credit risk mitigation techniques,36,1,0.0278,untypisch,
Other highest EEA,2025-06-30,24.00,EU CR4 – standardised approach – Credit risk exposure and CRM effects,36,2,0.0556,untypisch,
Other highest EEA,2025-06-30,25.00,EU CR5 – standardised approach,36,2,0.0556,untypisch,
Other highest EEA,2025-06-30,26.00,EU CR6 – IRB approach – Credit risk exposures by exposure class and PD range (I),36,1,0.0278,untypisch,
Other highest EEA,2025-06-30,26.01,EU CR6-A – Scope of the use of IRB and SA approaches,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,27.01,EU CR7 – IRB approach – Effect on the RWEAs of credit derivatives used as CRM techniques,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,27.02,EU CR7-A – IRB approach – Disclosure of the extent of the use of CRM techniques,36,1,0.0278,untypisch,
Other highest EEA,2025-06-30,28.00,EU CR8 –  RWEA flow statements of credit risk exposures under the IRB approach,36,2,0.0556,untypisch,
